2022-10-13 22:27:17.171885,161.15273
2022-10-13 22:27:18.027394,166.91792
2022-10-13 22:27:18.831934,169.28444
2022-10-13 22:27:19.546523,173.54828
2022-10-13 22:27:20.200148,169.7644
2022-10-13 22:27:20.876153,166.33765
2022-10-13 22:27:21.528779,159.90468
2022-10-13 22:27:22.185404,167.59097
2022-10-13 22:27:22.925488,168.23703
2022-10-13 22:27:23.584111,165.06383
2022-10-13 22:27:24.248730,163.46259
2022-10-13 22:27:24.909356,163.87373
2022-10-13 22:27:25.577969,159.87646
2022-10-13 22:27:26.229594,160.56644
2022-10-13 22:27:26.887830,157.82225
2022-10-13 22:27:27.550809,154.9535
2022-10-13 22:27:28.232416,161.34988
2022-10-13 22:27:28.920023,153.72636
2022-10-13 22:27:29.561655,155.02646
2022-10-13 22:27:30.211283,151.11061
2022-10-13 22:27:30.847919,159.97232
2022-10-13 22:27:31.494547,163.29198
2022-10-13 22:27:32.162163,165.2188
2022-10-13 22:27:32.817790,165.3081
2022-10-13 22:27:33.449427,169.49988
2022-10-13 22:27:34.130036,174.90332
2022-10-13 22:27:34.812645,159.4148
2022-10-13 22:27:35.485260,169.5337
2022-10-13 22:27:36.935166,174.4312
2022-10-13 22:27:37.608777,165.28496
2022-10-13 22:27:38.264403,178.11273
2022-10-13 22:27:38.906046,171.84311
2022-10-13 22:27:39.569211,172.98997
2022-10-13 22:27:40.201848,151.07948
2022-10-13 22:27:41.334237,134.08934
2022-10-13 22:27:42.100795,175.32768
2022-10-13 22:27:42.939314,172.69882
2022-10-15 11:35:23.431936,162.72485
2022-10-15 11:35:24.290351,199.44662
2022-10-15 11:35:24.972890,211.14868
2022-10-15 11:35:25.646440,217.42831
2022-10-15 11:35:26.305982,205.54036
2022-10-15 11:35:27.018499,205.24092
2022-10-15 11:35:27.751004,203.98618
2022-10-15 11:35:28.434538,208.2828
2022-10-15 11:35:29.107083,202.00537
2022-10-15 11:35:29.789621,202.54034
2022-10-15 11:35:30.491142,197.71153
2022-10-15 11:35:31.158690,190.72986
2022-10-15 11:35:31.873206,190.38612
2022-10-15 11:35:32.558740,201.5583
2022-10-15 11:35:33.233283,201.19225
2022-10-15 11:35:33.899832,203.94528
2022-10-15 11:35:34.583366,198.95946
2022-10-15 11:35:35.257908,202.8746
2022-10-15 11:35:35.948439,201.157
2022-10-15 11:35:36.629977,196.95035
2022-10-15 11:35:37.299522,205.94333
2022-10-15 11:35:37.988055,207.20634
2022-10-15 11:35:38.683584,201.02261
2022-10-15 11:35:39.382110,215.45267
2022-10-15 11:35:40.072641,211.0285
2022-10-15 11:35:40.764171,196.63803
2022-10-15 11:35:41.446708,190.71542
2022-10-15 11:35:42.148232,190.63223
2022-10-15 11:35:42.826773,186.34462
2022-10-15 11:35:43.500314,183.67847
2022-10-15 11:35:44.180853,181.46094
2022-10-15 11:35:44.855396,190.00644
2022-10-15 11:35:45.546926,193.33511
2022-10-15 11:35:46.229463,179.30922
2022-10-15 11:35:46.908008,214.78897
2022-10-15 11:35:47.596517,203.52892
2022-10-15 11:35:48.277056,208.74196
2022-10-15 11:35:48.982581,215.99887
2022-10-15 11:35:49.795026,212.32288
2022-10-15 11:35:50.624464,205.02026
2022-10-15 11:35:51.372958,210.13132
2022-10-15 11:35:52.821930,217.13972
2022-10-15 11:35:53.514441,217.40942
2022-10-15 11:35:54.213968,223.44281
2022-10-15 11:35:54.901500,213.6636
2022-10-15 11:35:55.585036,221.8526
2022-10-15 11:35:56.298556,207.5529
2022-10-15 11:35:56.976092,205.85455
2022-10-15 11:35:57.658629,210.6578
2022-10-15 11:35:58.446094,209.2241
2022-10-15 11:35:59.909381,198.07666
2022-10-15 11:45:45.889755,156.5589
2022-10-15 11:45:46.865078,131.57486
2022-10-15 11:45:47.641551,130.71365
2022-10-15 11:45:48.391043,135.5965
2022-10-15 11:45:49.148532,121.88085
2022-10-15 11:45:49.908014,123.3117
2022-10-15 11:45:50.694481,134.65569
2022-10-15 11:45:51.487941,132.45879
2022-10-15 11:45:52.274411,120.112946
2022-10-15 11:45:53.059875,125.37365
2022-10-15 11:45:53.797378,130.87177
2022-10-15 11:45:54.545866,127.5287
2022-10-15 11:45:55.325337,126.872856
2022-10-15 11:45:56.142047,129.33221
2022-10-15 11:45:56.919521,124.16838
2022-10-15 11:45:57.686001,128.84177
2022-10-15 11:46:00.478869,121.558815
2022-10-15 11:46:01.217371,121.3194
2022-10-15 11:46:01.981855,134.3869
2022-10-15 11:46:02.755323,120.69164
2022-10-15 11:46:03.502816,138.30463
2022-10-15 11:46:04.237317,154.85123
2022-10-15 11:46:04.981813,157.07831
